id,actual,predicted
0,0,35
1,0,35
2,0,35
3,0,35
4,0,35
5,0,35
6,0,35
7,0,35
8,0,35
9,0,35
10,0,43
11,0,43
12,0,43
13,0,43
14,0,43
15,0,43
16,0,43
17,0,43
18,0,43
19,0,43
20,0,43
21,0,43
22,0,43
23,0,43
24,0,43
25,0,43
26,0,43
27,0,43
28,0,43
29,0,43
30,0,43
31,0,43
32,0,43
33,0,52
34,0,52
35,0,52
36,0,52
37,0,52
38,0,52
39,0,52
40,0,52
41,0,52
42,0,52
43,0,52
44,0,52
45,0,52
46,0,52
47,0,52
48,0,52
49,0,52
50,0,52
51,0,52
52,0,52
53,0,52
54,0,52
55,0,52
56,0,52
57,0,52
58,0,52
59,0,52
60,0,52
61,0,52
62,0,52
63,0,52
64,0,52
65,0,52
66,0,52
67,0,52
68,0,52
69,0,52
70,0,52
71,0,52
72,0,52
73,0,52
74,8,52
75,38,52
76,87,52
77,157,52
78,249,52
79,342,93
80,446,146
81,567,187
82,705,228
83,865,281
84,1050,324
85,1247,456
86,1461,580
87,1705,707
88,1992,847
89,2296,989
90,2676,1122
91,3108,1324
92,3518,1521
93,3928,1742
94,4323,1943
95,4791,2151
96,5265,2174
97,5738,2413
98,6229,2655
99,6770,2922
100,7328,3186
101,7883,3438
102,8418,3695
103,9168,4047
104,9529,4406
105,10351,4781
106,10860,5165
107,9599,5544
108,8665,5929
109,10225,6268
110,11547,6609
111,9504,6975
112,11510,7336
113,10734,7674
114,8832,8039
115,9634,8344
116,12628,8649
117,14499,8955
118,15129,9263
119,15368,9570
120,15715,7660
121,16080,8186
122,16429,8746
123,16616,9343
124,17025,9901
125,17253,10474
126,17605,11052
127,18000,11455
128,18234,11858
129,18645,12271
130,18915,12674
131,19385,13074
132,19859,13470
133,20444,13036
134,20904,12574
135,21201,12130
136,21205,11732
137,12731,11270
138,12247,14760
139,20334,14742
140,12793,14746
141,13150,14714
142,17955,14688
143,21205,14690
144,21205,12227
145,21205,11816
146,20508,11385
147,20348,11003
148,14227,10617
149,17888,10218
150,15167,10330
151,11600,9713
152,13572,9086
153,12146,8477
154,11545,7876
155,11096,7267
156,13545,12462
157,15516,12199
158,11308,11959
159,10995,11697
160,12744,11437
161,9257,11191
162,8392,7830
163,8215,7432
164,8736,7033
165,8912,6637
166,8962,6249
167,10075,5855
168,10307,5465
169,11991,5358
170,10695,5228
171,12090,5120
172,10362,5013
173,8125,4886
174,6968,4778
175,6484,4555
176,6206,4334
177,6004,4124
178,5960,3904
179,6250,3688
180,6490,3473
181,6762,3574
182,6915,3655
183,6498,3747
184,6418,3850
185,6013,3942
186,5973,4037
187,5546,4223
188,5374,4433
189,5312,4613
190,5306,4805
191,5315,5020
192,5701,5215
193,6073,5214
194,6652,5213
195,7392,5200
196,8698,5189
197,9330,5200
198,9164,3119
199,9858,3294
200,11759,3471
201,11630,3662
202,9558,3846
203,8210,4033
204,8312,5005
205,9070,4815
206,8445,4603
207,8202,4401
208,6543,4224
209,7397,4026
210,6954,3829
211,6352,3654
212,5099,3458
213,3002,3274
214,2258,3092
215,1839,2911
216,1640,2731
217,2065,2502
218,1681,2277
219,1598,2044
220,1197,1815
221,953,1611
222,851,1389
223,680,1211
224,615,1060
225,547,917
226,451,750
227,332,587
228,207,451
229,118,395
230,65,342
231,31,288
232,10,237
233,1,179
234,0,139
235,0,129
236,0,132
237,0,136
238,0,138
239,0,129
240,0,133
241,0,142
242,0,151
243,0,166
244,0,175
245,0,186
246,0,196
247,0,196
248,0,202
249,0,207
250,0,207
251,0,207
252,0,213
253,0,218
254,0,218
255,0,234
256,0,239
257,0,245
258,0,245
259,0,245
260,0,245
261,0,245
262,0,268
263,0,268
264,0,268
265,0,268
266,0,268
267,0,274
268,0,274
269,0,274
270,0,274
271,0,274
272,0,274
273,0,274
274,0,274
275,0,274
276,0,274
277,0,274
278,0,274
279,0,274
280,0,274
281,0,274
282,0,274
283,0,274
284,0,268
285,0,268
286,0,268
287,0,262
