id,actual,predicted
0,0,3
1,0,5
2,0,5
3,0,7
4,0,9
5,0,9
6,0,11
7,0,5
8,0,-1
9,0,-1
10,0,-5
11,0,-9
12,0,-11
13,0,-13
14,0,-13
15,0,-14
16,0,-14
17,0,-14
18,0,-14
19,0,-13
20,0,-12
21,0,-10
22,0,-7
23,0,-5
24,0,0
25,0,0
26,0,0
27,0,0
28,0,3
29,0,5
30,0,5
31,0,5
32,0,5
33,0,5
34,0,5
35,0,5
36,0,5
37,0,5
38,0,5
39,0,9
40,0,9
41,0,9
42,0,9
43,0,9
44,0,9
45,0,9
46,0,9
47,0,9
48,0,9
49,0,9
50,0,9
51,0,9
52,0,9
53,0,9
54,0,9
55,0,9
56,0,9
57,0,9
58,0,9
59,0,9
60,0,9
61,0,9
62,0,9
63,0,9
64,0,14
65,6,14
66,22,14
67,46,13
68,82,29
69,125,37
70,177,45
71,233,53
72,292,61
73,356,191
74,416,344
75,473,485
76,531,632
77,599,802
78,683,959
79,795,1186
80,937,1405
81,1115,1637
82,1338,1902
83,1596,2179
84,1886,2445
85,2209,2758
86,2556,3076
87,2926,3385
88,3322,3722
89,3739,4039
90,4162,4385
91,4594,4742
92,5042,5077
93,5500,5440
94,5955,5778
95,6398,6121
96,6852,6490
97,7298,6845
98,7720,7216
99,8146,7545
100,8567,7903
101,8983,8278
102,9396,8638
103,9806,8986
104,10224,9346
105,10620,9692
106,11017,10007
107,11420,10369
108,11792,10716
109,12151,11036
110,12491,11382
111,12869,11666
112,13216,11986
113,13520,12316
114,13938,12647
115,14341,12953
116,14678,13254
117,14994,13532
118,15230,13834
119,15696,14146
120,16793,14433
121,16160,14694
122,13167,14932
123,13036,15190
124,16695,15407
125,10103,15640
126,17874,15894
127,19097,16102
128,3807,16309
129,10799,16515
130,18799,16706
131,18223,16910
132,6193,17112
133,19261,17272
134,9658,17445
135,5568,17555
136,11598,17713
137,5538,17885
138,20216,18042
139,11691,18153
140,8432,18274
141,20216,18370
142,20216,18490
143,20216,18610
144,7395,18719
145,12773,18784
146,9646,18871
147,6433,18937
148,11661,18952
149,6071,19038
150,7626,19103
151,8885,19122
152,16062,19141
153,7340,19170
154,20216,19213
155,20209,19232
156,9394,19250
157,7306,19232
158,7812,19192
159,12416,19150
160,16628,19131
161,20216,19101
162,12241,19072
163,17303,18985
164,20193,18899
165,20130,18745
166,16380,18647
167,12635,18560
168,20165,18472
169,17838,18329
170,14229,18202
171,16457,18052
172,20215,17904
173,8087,17772
174,20205,17621
175,19072,17397
176,5228,17178
177,20171,16950
178,6254,16721
179,13638,16496
180,18272,16265
181,18322,15968
182,13351,15662
183,4181,15345
184,6271,15027
185,3399,14727
186,5471,14402
187,16846,14000
188,16166,13596
189,16202,13191
190,16790,12783
191,13336,12374
192,12842,11966
193,5058,11521
194,14219,11078
195,13369,10637
196,4865,10199
197,6355,9765
198,2510,9336
199,4580,8930
200,5687,8529
201,5318,8131
202,8993,7726
203,10579,7338
204,10448,6954
205,9759,6645
206,8777,6335
207,8230,6016
208,7791,5713
209,8029,5413
210,2972,5112
211,7722,4896
212,6290,4695
213,1519,4492
214,5341,4279
215,3732,4067
216,2332,3869
217,4261,3715
218,3563,3576
219,2888,3423
220,3029,3282
221,2617,3143
222,2266,2991
223,1887,2824
224,1613,2666
225,1482,2511
226,1222,2345
227,995,2178
228,867,2024
229,704,1852
230,703,1685
231,612,1551
232,547,1385
233,388,1213
234,317,1064
235,282,912
236,218,763
237,174,618
238,129,469
239,88,327
240,56,192
241,28,162
242,10,132
243,2,84
244,0,55
245,0,36
246,0,-1
247,0,-1
248,0,-1
249,0,-1
250,0,-1
251,0,-1
252,0,-1
253,0,-1
254,0,-1
255,0,-1
256,0,-1
257,0,-1
258,0,-1
259,0,-1
260,0,-1
261,0,-1
262,0,-1
263,0,-1
264,0,-1
265,0,-1
266,0,-1
267,0,-1
268,0,-1
269,0,-1
270,0,-1
271,0,-1
272,0,-1
273,0,-1
274,0,-1
275,0,-1
276,0,-1
277,0,-1
278,0,-1
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,2
286,0,2
287,0,2
