id,actual,predicted
0,0,-4
1,0,-4
2,0,-4
3,0,-4
4,0,-4
5,0,-4
6,0,-4
7,0,-4
8,0,-4
9,0,-4
10,0,-2
11,0,-2
12,0,-2
13,0,-2
14,0,-2
15,0,-2
16,0,-2
17,0,-2
18,0,-2
19,0,-2
20,0,-2
21,0,-2
22,0,-2
23,0,-2
24,0,-2
25,0,-2
26,0,-2
27,0,-2
28,0,-2
29,0,-2
30,0,-2
31,0,-2
32,0,-2
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,6,-17
67,18,-22
68,42,-6
69,77,-4
70,121,-1
71,176,24
72,234,33
73,298,113
74,363,175
75,431,259
76,496,343
77,567,408
78,656,495
79,766,647
80,901,812
81,1062,969
82,1258,1130
83,1485,1305
84,1745,1473
85,2029,1700
86,2338,1933
87,2678,2162
88,3036,2398
89,3412,2645
90,3805,2896
91,4210,3193
92,4622,3496
93,5038,3795
94,5453,4081
95,5873,4393
96,6293,4707
97,6700,5061
98,7102,5421
99,7508,5796
100,7911,6155
101,8308,6528
102,8691,6903
103,9061,7384
104,9441,7869
105,9811,8354
106,10169,8859
107,10511,9340
108,10851,9849
109,11208,10171
110,11533,10506
111,11865,10815
112,12193,11119
113,12507,11452
114,12720,11771
115,13060,12055
116,13358,12340
117,13676,12623
118,13968,12928
119,14263,13210
120,14547,13491
121,14805,13745
122,15061,13976
123,15324,14180
124,15562,14445
125,15794,14686
126,16015,14924
127,16211,15132
128,16425,15340
129,16618,15547
130,16803,15752
131,16975,15955
132,17163,16158
133,17336,16324
134,17500,16488
135,17651,16650
136,17787,16766
137,17945,16919
138,18076,16996
139,18188,17114
140,18290,17233
141,18384,17361
142,18480,17478
143,18555,17585
144,18663,17712
145,18741,17798
146,18817,17860
147,18865,17944
148,18906,18028
149,18937,18102
150,18960,18174
151,18955,18195
152,18982,18237
153,18956,18199
154,18938,18219
155,18941,18261
156,18936,18281
157,18873,18260
158,18867,18259
159,18865,18260
160,18807,18240
161,18746,18229
162,18704,18218
163,18646,18155
164,18502,18114
165,18436,18051
166,18433,17988
167,18340,17947
168,18212,17883
169,18037,17778
170,17898,17694
171,17636,17588
172,17535,17482
173,17406,17396
174,17274,17290
175,17129,17152
176,16975,16991
177,16799,16850
178,16607,16711
179,16320,16561
180,16118,16408
181,15891,16212
182,15693,16036
183,15448,15860
184,15176,15599
185,14931,15411
186,14666,15221
187,14361,14997
188,14079,14772
189,13813,14544
190,13519,14306
191,13200,14079
192,12874,13848
193,12537,13572
194,12195,13323
195,11863,13056
196,11556,12764
197,11230,12499
198,10880,12230
199,10511,11921
200,10148,11628
201,9774,11265
202,9367,10954
203,8998,10655
204,8569,10348
205,8214,10022
206,7824,9698
207,7448,9371
208,7038,9080
209,6636,8756
210,6240,8428
211,5802,8089
212,5396,7751
213,5006,7392
214,4588,7056
215,4174,6734
216,3792,6388
217,3390,6064
218,3043,5730
219,2692,5409
220,2371,5064
221,2070,4735
222,1782,4420
223,1526,4091
224,1296,3776
225,1094,3443
226,928,3126
227,792,2824
228,677,2515
229,588,2240
230,515,1975
231,455,1741
232,393,1505
233,333,1260
234,274,1045
235,215,882
236,159,747
237,110,589
238,69,446
239,39,330
240,18,202
241,4,182
242,0,141
243,0,112
244,0,92
245,0,63
246,0,32
247,0,34
248,0,34
249,0,7
250,0,8
251,0,10
252,0,10
253,0,10
254,0,10
255,0,10
256,0,10
257,0,10
258,0,10
259,0,10
260,0,10
261,0,4
262,0,4
263,0,4
264,0,4
265,0,4
266,0,4
267,0,4
268,0,4
269,0,4
270,0,4
271,0,4
272,0,4
273,0,4
274,0,0
275,0,0
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,-2
286,0,-2
287,0,-2
