id,actual,predicted
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,3,0
73,13,0
74,44,0
75,79,0
76,132,0
77,194,0
78,269,0
79,379,89
80,531,199
81,699,301
82,916,384
83,945,487
84,1041,592
85,831,770
86,1235,980
87,1754,1180
88,1515,1388
89,2398,1631
90,3544,1862
91,2629,2165
92,5061,2456
93,6301,2776
94,7235,3105
95,4283,3420
96,3449,3764
97,3777,4106
98,3939,4451
99,3336,4799
100,3570,5153
101,4111,5510
102,4477,5870
103,4030,6228
104,3248,6576
105,2648,6926
106,2856,7291
107,2734,7658
108,2810,8012
109,3073,8351
110,3331,8703
111,3980,9031
112,4655,9385
113,5798,9738
114,5798,10079
115,7056,10425
116,6359,10772
117,7995,11136
118,16425,11483
119,16758,11816
120,17477,12173
121,11980,12449
122,14574,12711
123,18063,12998
124,18054,13271
125,17248,13519
126,17959,13802
127,18328,14036
128,15625,14258
129,19530,14467
130,19718,14701
131,19824,14932
132,19958,15151
133,20101,15322
134,20249,15482
135,20119,15642
136,20631,15816
137,20603,15984
138,20527,16142
139,20968,16233
140,21206,16323
141,21063,16417
142,21143,16507
143,21206,16597
144,21201,16687
145,21205,16449
146,21206,16201
147,21206,15944
148,21206,15697
149,21088,15442
150,21206,15195
151,21206,14810
152,21206,14440
153,21206,14066
154,21206,13703
155,21206,13360
156,21206,13017
157,21206,12634
158,21206,12280
159,21206,11899
160,21206,11547
161,21206,11215
162,21206,10867
163,21206,10600
164,10175,10334
165,21206,10062
166,4807,9816
167,21206,9547
168,21196,9281
169,3723,9165
170,6573,9082
171,9849,8990
172,19513,8862
173,12577,8755
174,21190,8662
175,13500,8667
176,9844,8662
177,20743,8668
178,5622,8673
179,7506,8668
180,16341,8674
181,4324,8685
182,20682,8683
183,20139,8684
184,3965,8702
185,18814,8701
186,17669,8713
187,13417,8639
188,13940,8565
189,15466,8504
190,14545,8442
191,7781,8369
192,16017,8296
193,14518,8133
194,13360,7961
195,13364,7795
196,13004,7632
197,12987,7448
198,12149,7296
199,11480,7061
200,10904,6828
201,10698,6608
202,10218,6375
203,9681,6143
204,9150,5912
205,8766,5657
206,8346,5379
207,7786,5131
208,7367,4880
209,6167,4605
210,4267,4356
211,3197,4097
212,1893,3848
213,2060,3605
214,1905,3361
215,1511,3103
216,1502,2866
217,1417,2637
218,1864,2423
219,1198,2221
220,967,1987
221,625,1768
222,575,1558
223,521,1394
224,611,1214
225,586,1052
226,534,893
227,507,719
228,442,562
229,339,472
230,237,363
231,178,275
232,63,194
233,20,86
234,2,0
235,0,0
236,0,0
237,0,0
238,0,0
239,0,0
240,0,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,0
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,0,0
273,0,0
274,0,0
275,0,0
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,0,0
