id,actual,predicted
0,0,0
1,0,0
2,0,0
3,0,1
4,0,1
5,0,2
6,0,2
7,0,2
8,0,2
9,0,2
10,0,3
11,0,3
12,0,3
13,0,3
14,0,3
15,0,3
16,0,3
17,0,3
18,0,3
19,0,3
20,0,3
21,0,3
22,0,3
23,0,3
24,0,3
25,0,3
26,0,3
27,0,3
28,0,3
29,0,3
30,0,3
31,0,3
32,0,3
33,0,3
34,0,3
35,0,3
36,0,3
37,0,3
38,0,3
39,0,3
40,0,3
41,0,3
42,0,3
43,0,3
44,0,3
45,0,3
46,0,3
47,0,3
48,0,3
49,0,3
50,0,3
51,0,3
52,0,3
53,0,3
54,0,3
55,0,3
56,0,3
57,0,3
58,0,3
59,0,3
60,0,3
61,0,3
62,0,3
63,0,3
64,0,3
65,0,3
66,0,3
67,0,3
68,0,3
69,0,3
70,0,3
71,0,3
72,0,3
73,0,3
74,0,3
75,2,3
76,15,3
77,14,3
78,13,3
79,22,3
80,47,25
81,35,47
82,41,47
83,69,47
84,88,70
85,134,92
86,285,114
87,185,136
88,161,136
89,300,158
90,258,181
91,173,225
92,152,247
93,212,269
94,201,314
95,175,359
96,305,381
97,423,404
98,572,426
99,706,449
100,661,494
101,632,517
102,686,540
103,738,562
104,840,585
105,734,630
106,623,653
107,695,676
108,911,699
109,1417,744
110,1127,767
111,1033,813
112,628,858
113,1041,881
114,1189,927
115,1558,973
116,1242,1020
117,1007,1066
118,885,1112
119,690,1158
120,740,1205
121,834,1330
122,762,1458
123,677,1598
124,786,1734
125,1153,1850
126,1907,1991
127,1908,2180
128,2011,2371
129,3297,2572
130,3350,2778
131,2443,2970
132,2044,3163
133,2530,3391
134,3177,3642
135,3137,3883
136,2804,4103
137,3029,4341
138,4405,4587
139,5100,4792
140,6758,5022
141,5911,5241
142,7256,5441
143,18952,5657
144,18057,5876
145,18202,6016
146,18525,6141
147,8242,6270
148,12721,6424
149,21052,6559
150,14705,6688
151,18150,6749
152,10756,6813
153,12241,6887
154,13850,6951
155,13235,7001
156,8052,7076
157,8301,7101
158,7727,7126
159,20887,7165
160,20509,7175
161,11603,7200
162,20597,7225
163,9826,7225
164,18331,7224
165,18481,7224
166,20880,7228
167,20882,7227
168,20671,7227
169,19526,7226
170,20402,7216
171,19788,7216
172,14651,7215
173,15486,7203
174,15059,7203
175,16964,7178
176,20664,7142
177,16535,7116
178,13354,7091
179,5775,7055
180,6494,13955
181,6659,13509
182,13940,13021
183,9954,12561
184,7989,12125
185,9307,11661
186,17568,10748
187,9646,10575
188,3642,10419
189,16280,10246
190,12970,10073
191,4208,9916
192,14360,9742
193,12915,9412
194,10709,9075
195,13291,8748
196,12254,8425
197,12185,8098
198,5318,7780
199,11810,7201
200,8274,6630
201,2568,6073
202,1588,5519
203,2232,4982
204,2382,6653
205,2426,6052
206,1179,5455
207,2245,4879
208,3323,4328
209,2081,3786
210,1197,3158
211,551,2932
212,400,2681
213,457,2434
214,818,2210
215,665,1984
216,802,1741
217,589,1582
218,262,1429
219,162,1272
220,323,1113
221,1063,961
222,859,805
223,472,724
224,462,649
225,373,574
226,468,495
227,357,415
228,312,549
229,232,476
230,140,393
231,88,311
232,26,239
233,12,167
234,5,84
235,0,63
236,0,63
237,0,41
238,0,20
239,0,20
240,0,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,0
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,3
259,0,3
260,0,3
261,0,3
262,0,3
263,0,3
264,0,3
265,0,3
266,0,3
267,0,2
268,0,2
269,0,2
270,0,2
271,0,1
272,0,1
273,0,1
274,0,1
275,0,0
276,0,0
277,0,0
278,0,1
279,0,1
280,0,1
281,0,1
282,0,2
283,0,2
284,0,2
285,0,1
286,0,2
287,0,2
