id,actual,predicted
0,19314,19201
1,19214,19180
2,19224,19192
3,19208,19181
4,19141,19160
5,19073,19162
6,18966,19151
7,18879,19088
8,18736,19034
9,18631,18971
10,18482,18844
11,18444,18790
12,18373,18726
13,18280,18621
14,18156,18537
15,18046,18431
16,17867,18324
17,17743,18238
18,17478,18131
19,17315,17980
20,17183,17827
21,17006,17696
22,16826,17543
23,16557,17376
24,16286,17234
25,16095,17033
26,15882,16854
27,15591,16664
28,15346,16449
29,15103,16255
30,14851,16062
31,14556,15821
32,14113,15593
33,13973,15267
34,13545,15023
35,13203,14792
36,12924,14545
37,12703,14212
38,12417,13905
39,12053,13571
40,11639,13229
41,11300,12910
42,10930,12569
43,10430,12132
44,10110,11682
45,9960,11227
46,9432,10785
47,8905,10344
48,8731,9887
49,8355,9497
50,7900,9107
51,7566,8729
52,7202,8355
53,6773,7957
54,6245,7583
55,5948,7238
56,5577,6907
57,5223,6590
58,4770,6250
59,4371,5925
60,3962,5589
61,3585,5294
62,3186,4997
63,2837,4704
64,2513,4414
65,2195,4112
66,1891,3837
67,1617,3565
68,1369,3281
69,1147,3013
70,981,2750
71,837,2476
72,723,2217
73,619,1995
74,539,1758
75,474,1539
76,406,1353
77,346,1145
78,292,946
79,238,788
80,184,653
81,134,507
82,90,358
83,53,232
84,26,91
85,8,76
86,1,59
87,0,44
88,0,30
89,0,14
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,-1
113,0,-1
114,0,-1
115,0,-1
116,0,-1
117,0,-1
118,0,-1
119,0,-1
120,0,-1
121,0,-1
122,0,-1
123,0,-1
124,0,-1
125,0,-1
126,0,-1
127,0,-1
128,0,-1
129,0,-1
130,0,-1
131,0,-1
