id,actual,predicted
0,0,-15
1,0,-13
2,0,-11
3,0,-9
4,0,-9
5,0,-7
6,0,-5
7,0,-5
8,0,-5
9,0,-5
10,0,-7
11,0,-7
12,0,-7
13,0,-9
14,0,-13
15,0,-15
16,0,-16
17,0,-19
18,0,-20
19,0,-19
20,0,-19
21,0,-19
22,0,-18
23,0,-16
24,0,-16
25,0,-16
26,0,-18
27,0,-18
28,0,-18
29,0,-19
30,0,-19
31,0,-19
32,0,-20
33,0,-22
34,0,-24
35,0,-24
36,0,-25
37,0,-25
38,0,-25
39,0,-26
40,0,-26
41,0,-26
42,0,-26
43,0,-26
44,0,-25
45,0,-24
46,0,-24
47,0,-24
48,0,-23
49,0,-22
50,0,-22
51,0,-20
52,0,-19
53,0,-19
54,0,-17
55,0,-15
56,0,-15
57,0,-15
58,0,-14
59,0,-12
60,0,-12
61,0,-12
62,0,-12
63,0,-12
64,0,-10
65,7,-10
66,21,-10
67,37,4
68,57,4
69,92,20
70,138,35
71,198,34
72,262,51
73,319,138
74,408,235
75,508,344
76,606,428
77,714,518
78,761,325
79,837,371
80,994,414
81,1049,474
82,1234,521
83,1348,550
84,1526,610
85,1669,654
86,1736,697
87,1754,755
88,1945,799
89,2265,834
90,2628,887
91,3400,958
92,2917,1025
93,2839,1087
94,3004,1158
95,3242,1227
96,3616,1753
97,3649,1848
98,3688,1962
99,3703,2065
100,3903,2171
101,4346,2277
102,5159,2489
103,5534,2645
104,6582,2822
105,5371,2981
106,6832,3131
107,12765,3312
108,11217,3114
109,10450,3315
110,10371,3497
111,8320,3701
112,7667,3902
113,10522,4099
114,8312,6507
115,8199,6858
116,11440,7202
117,13094,7559
118,17049,7908
119,16697,8259
120,12495,8622
121,10581,8920
122,14052,9218
123,14182,9488
124,17356,9777
125,10167,10077
126,18407,10378
127,13068,10537
128,12647,10682
129,11673,10840
130,14352,11010
131,11993,11155
132,12084,9091
133,12565,9336
134,13568,9581
135,16826,9826
136,13962,10039
137,13665,10285
138,19948,12380
139,19675,12754
140,19317,13130
141,19564,13530
142,19506,13910
143,19651,14290
144,18549,14217
145,15697,13836
146,19766,13479
147,19573,13112
148,20086,12726
149,17482,12366
150,9863,12065
151,5482,11673
152,9071,11260
153,5496,10848
154,5486,10464
155,6338,10084
156,6346,8656
157,7725,8623
158,6540,8591
159,10934,8545
160,8300,8512
161,6936,8491
162,6247,9800
163,5988,9811
164,6282,9826
165,6596,9848
166,7535,9871
167,7407,9874
168,10067,10273
169,10157,10231
170,16927,10211
171,18135,10172
172,7885,10130
173,13092,10097
174,16521,14158
175,18273,13422
176,17690,12689
177,17740,11984
178,16726,11263
179,7646,10547
180,6085,9869
181,5580,9970
182,4889,10096
183,4752,10212
184,7583,10317
185,4924,10447
186,4458,10554
187,3753,10027
188,3969,9504
189,4095,8987
190,3955,8487
191,5715,7983
192,5096,13685
193,4203,13319
194,4983,12937
195,8148,12565
196,13139,12190
197,7375,11803
198,5883,9312
199,9439,8706
200,10976,8087
201,9961,7480
202,9964,6911
203,9112,6345
204,8570,5799
205,8207,5399
206,7725,5005
207,7391,4617
208,7066,4233
209,6658,3854
210,6553,3483
211,2212,3232
212,2138,2996
213,1904,2751
214,1856,2510
215,1950,2283
216,1570,2049
217,1350,2007
218,1088,1947
219,1008,1908
220,1090,1867
221,2132,1816
222,2113,4203
223,1712,3891
224,1048,3584
225,1209,3271
226,1596,2975
227,1502,2696
228,1265,2041
229,986,1898
230,890,1745
231,731,1623
232,626,1482
233,483,1332
234,404,981
235,316,854
236,256,743
237,181,622
238,131,502
239,91,398
240,57,278
241,31,238
242,12,199
243,2,163
244,0,120
245,0,71
246,0,191
247,0,178
248,0,172
249,0,144
250,0,133
251,0,127
252,0,116
253,0,96
254,0,82
255,0,68
256,0,52
257,0,37
258,0,27
259,0,24
260,0,24
261,0,17
262,0,14
263,0,14
264,0,11
265,0,11
266,0,11
267,0,14
268,0,14
269,0,14
270,0,14
271,0,17
272,0,20
273,0,20
274,0,23
275,0,27
276,0,30
277,0,33
278,0,37
279,0,41
280,0,44
281,0,48
282,0,62
283,0,58
284,0,54
285,0,56
286,0,52
287,0,48
