id,actual,predicted
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,3,0
71,13,0
72,44,0
73,88,43
74,120,65
75,121,109
76,144,153
77,209,175
78,250,219
79,300,326
80,355,443
81,430,551
82,465,672
83,522,791
84,609,901
85,695,1055
86,798,1215
87,1189,1351
88,1413,1509
89,1417,1682
90,1414,1831
91,1546,1983
92,1484,2164
93,1462,2329
94,1640,2474
95,1823,2644
96,2101,2815
97,2156,2942
98,2132,3076
99,2293,3201
100,2067,3356
101,2216,3495
102,2445,3621
103,2678,3727
104,2872,3820
105,3168,3915
106,3238,4006
107,3270,4099
108,3456,4206
109,3585,4283
110,3419,4365
111,3223,4448
112,3409,4540
113,3775,4617
114,3701,4700
115,3713,4813
116,4106,4932
117,4868,5061
118,4852,5185
119,5303,5288
120,5118,5417
121,5162,5629
122,4607,5830
123,4102,6037
124,3869,6248
125,3968,6455
126,4087,6662
127,4655,6954
128,6207,7237
129,6451,7506
130,7254,7786
131,7501,8066
132,9009,8357
133,8588,8662
134,8221,8957
135,8889,9297
136,8959,9600
137,8012,9890
138,6713,10191
139,6766,10455
140,6171,10722
141,6214,10986
142,6410,11237
143,6867,11503
144,6185,4255
145,6800,4230
146,7208,4197
147,7391,4171
148,8306,4121
149,8912,4088
150,9229,4357
151,8048,4685
152,7370,5040
153,8874,5385
154,8286,5698
155,9173,6036
156,8698,6382
157,9795,6481
158,13588,6568
159,12704,6674
160,17328,6772
161,10400,6854
162,9382,6958
163,9297,6652
164,9181,6328
165,6077,6002
166,4822,5712
167,3797,5398
168,3165,7840
169,2915,7368
170,2687,6878
171,2514,6401
172,2519,5924
173,2557,5429
174,2589,6905
175,2546,6868
176,2731,6819
177,2673,6770
178,2766,6713
179,3009,6677
180,3180,6627
181,3428,6403
182,3576,6223
183,3970,6004
184,4332,5781
185,4564,5596
186,4286,5380
187,4050,5188
188,3878,5010
189,3512,4820
190,3177,4626
191,2850,4450
192,2668,2263
193,2808,2214
194,2637,2164
195,2599,2125
196,2940,2075
197,3201,2026
198,3244,1775
199,3151,1775
200,3087,1783
201,2519,1795
202,2124,1795
203,2291,1804
204,2207,1803
205,2066,1730
206,2017,1657
207,1872,1599
208,1665,1536
209,1905,1464
210,1952,1392
211,1771,1355
212,1518,1338
213,1767,1303
214,2029,1289
215,2170,1291
216,2428,1286
217,2211,1218
218,1741,1156
219,1464,1106
220,1212,1052
221,1022,1009
222,906,973
223,735,924
224,591,900
225,327,850
226,264,802
227,195,778
228,161,730
229,134,658
230,101,588
231,95,531
232,39,471
233,23,402
234,18,291
235,14,249
236,9,205
237,6,173
238,0,130
239,0,88
240,0,22
241,0,22
242,0,22
243,0,0
244,0,0
245,0,0
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,2
259,0,2
260,0,2
261,0,2
262,0,2
263,0,2
264,0,3
265,0,3
266,0,3
267,0,4
268,0,4
269,0,4
270,0,4
271,0,4
272,0,3
273,0,3
274,0,3
275,0,3
276,0,3
277,0,3
278,0,3
279,0,2
280,0,2
281,0,2
282,0,2
283,0,2
284,0,2
285,0,1
286,0,1
287,0,1
