ghi,ebh,dni,dhi,air_temp,cloud_opacity
395,220,448,175,24,14
383,212,444,170,24,14
371,204,440,166,24,14
359,197,435,162,24,14
347,189,431,158,24,14
335,182,426,154,24,14
323,174,422,149,24,14
312,166,417,145,24,14
300,159,412,141,24,14
288,152,408,136,24,14
276,144,403,132,24,14
264,138,400,126,24,14
253,131,397,121,24,13
241,125,394,116,24,13
229,119,391,110,23,13
218,112,388,104,23,12
206,106,385,99,23,12
194,99,378,94,23,12
182,93,372,89,23,11
170,86,366,84,22,10
159,79,359,78,22,10
147,73,352,73,22,10
135,66,346,68,22,9
124,60,318,63,22,8
112,54,289,58,22,8
101,48,261,52,22,7
90,42,233,47,21,6
78,36,204,42,21,6
67,30,176,37,21,5
58,26,150,32,21,5
48,21,123,27,21,4
39,16,97,22,20,4
30,12,71,18,20,4
20,8,44,13,20,3
11,3,18,8,20,3
9,2,15,7,20,3
7,2,12,5,20,2
6,2,9,4,20,2
4,1,6,3,20,2
2,0,3,1,20,1
0,0,0,0,20,1
0,0,0,0,20,1
0,0,0,0,20,1
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,20,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,19,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,25,41
0,0,0,0,25,41
0,0,0,0,25,41
0,0,0,0,25,42
0,0,0,0,25,42
0,0,0,0,25,42
0,0,0,0,25,42
0,0,0,0,25,41
0,0,0,0,25,40
0,0,0,0,25,40
0,0,0,0,25,39
0,0,0,0,25,38
0,0,0,0,25,37
0,0,0,0,25,37
0,0,0,0,25,37
0,0,0,0,25,36
0,0,0,0,25,36
0,0,0,0,25,36
0,0,0,0,25,36
0,0,0,0,25,33
0,0,0,0,25,30
0,0,0,0,25,28
0,0,0,0,25,25
0,0,0,0,25,22
0,0,0,0,25,19
0,0,0,0,25,19
0,0,0,0,25,20
0,0,0,0,24,20
0,0,0,0,24,20
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,20
0,0,0,0,24,18
0,0,0,0,24,16
0,0,0,0,24,15
0,0,0,0,24,14
0,0,0,0,24,12
0,0,0,0,24,10
0,0,0,0,24,8
0,0,0,0,24,6
0,0,0,0,24,4
0,0,0,0,24,2
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,24,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
0,0,0,0,23,0
2,0,3,1,23,0
4,1,6,3,23,0
6,2,9,4,23,0
7,2,12,5,23,0
9,2,15,7,23,0
11,3,18,8,23,0
20,7,42,13,23,0
30,11,67,18,23,0
39,15,91,24,23,0
48,19,115,29,23,0
58,23,140,34,23,0
59,17,97,42,23,7
71,24,134,46,23,6
82,32,171,51,23,6
94,40,208,55,23,6
106,47,246,59,23,5
117,54,283,64,23,4
129,62,320,68,23,4
143,74,348,70,23,3
157,85,376,73,23,3
172,96,404,76,23,2
186,108,433,78,23,1
200,120,461,80,23,1
214,131,489,83,23,0
228,143,504,85,23,0
242,155,518,88,23,0
256,166,532,90,24,0
270,178,547,92,24,0
284,190,562,95,24,0
298,202,576,97,24,0
312,214,587,99,24,0
326,227,598,100,24,0
340,239,609,102,24,0
355,251,620,104,25,0
369,264,631,105,25,0
383,276,642,107,25,0
397,288,650,109,25,0
411,301,658,110,25,0
424,313,666,112,25,0
438,325,673,114,25,0
452,338,681,115,25,0
466,350,689,117,25,0
479,362,694,118,25,0
492,373,700,120,25,0
506,384,705,122,26,0
519,396,710,123,26,0
532,408,716,124,26,0
545,419,721,126,26,0
557,430,725,128,26,0
569,440,728,129,26,0
582,450,732,131,26,0
594,461,736,133,27,0
606,472,739,134,27,0
618,482,743,136,27,0
629,492,746,137,27,0
639,501,750,138,27,0
650,511,753,140,27,0
661,521,756,141,27,0
671,530,760,142,27,0
682,540,763,143,27,0
691,549,767,144,27,0
701,558,770,144,27,0
710,566,774,144,28,0
719,575,778,145,28,0
729,584,781,146,28,0
738,593,785,146,28,0
746,600,788,146,28,0
753,607,790,147,28,0
761,614,793,147,28,0
769,622,796,147,28,0
776,629,798,148,28,0
784,636,801,148,28,0
790,641,803,148,28,0
796,647,804,149,28,0
802,652,806,150,28,0
807,657,808,150,28,0
813,663,809,150,28,0
819,668,810,151,28,0
822,671,811,151,28,0
826,674,812,152,28,0
830,678,812,152,28,0
833,681,813,152,29,0
836,684,814,153,29,0
840,687,815,153,29,0
842,688,814,154,29,0
843,689,812,155,29,0
845,690,811,156,29,0
847,690,810,157,29,0
848,691,808,158,29,0
850,692,807,159,29,0
850,693,810,157,29,0
849,694,813,156,29,0
849,696,816,154,29,0
849,697,818,152,29,0
848,698,821,151,29,0
848,699,824,149,29,0
846,696,823,149,29,0
843,694,821,149,29,0
841,692,820,150,29,0
839,689,819,150,29,0
836,686,817,150,29,0
834,684,816,150,29,0
825,668,800,156,29,1
815,652,785,163,29,1
806,636,770,170,29,2
797,621,754,176,29,3
787,605,738,182,29,3
806,662,813,144,29,0
798,654,809,144,29,0
790,646,805,145,29,0
782,638,801,145,29,0
775,629,797,145,29,1
767,621,793,146,29,1
759,613,789,146,29,1
752,609,792,143,29,1
745,605,795,140,29,1
738,601,798,137,29,0
731,597,800,134,29,0
724,593,803,131,29,0
710,573,783,137,29,1
692,546,753,146,29,2
674,518,723,156,29,4
656,490,692,165,29,5
637,463,662,174,29,6
619,436,632,184,29,8
621,455,672,167,29,6
612,450,674,163,29,6
602,444,676,159,29,5
593,438,678,155,29,5
584,433,680,151,29,5
574,428,682,147,29,4
565,422,684,143,29,4
552,408,674,143,29,4
538,395,663,144,29,4
525,381,652,144,29,4
512,367,642,144,29,5
498,354,632,145,29,5
499,374,675,126,29,3
485,360,664,126,29,3
470,346,653,125,29,3
456,332,642,125,29,4
442,318,630,125,29,4
427,304,619,124,29,4
431,330,692,101,29,7
416,314,675,101,29,6
400,299,657,102,29,6
384,283,640,102,29,5
369,267,623,102,29,4
354,252,605,103,29,4
346,254,638,92,29,8
332,242,626,90,29,8
318,229,613,89,29,8
304,216,600,87,28,8
289,204,588,85,28,7
275,192,576,84,28,7
261,179,563,82,28,7
247,167,544,80,28,7
233,155,526,78,28,6
218,142,507,76,28,6
204,130,488,74,28,6
190,118,470,72,28,5
176,106,451,70,28,5
163,96,422,67,28,4
150,87,393,64,28,4
137,77,364,60,28,4
124,67,334,57,27,3
111,58,305,54,27,2
89,33,189,57,27,9
80,29,167,52,27,9
70,25,145,46,27,9
61,22,122,40,26,8
52,18,100,35,26,8
42,14,78,30,26,8
29,6,33,23,26,18
25,5,28,20,26,18
21,4,23,16,26,18
16,4,18,13,26,18
12,3,13,10,26,17
8,2,8,6,26,17
2,0,0,2,26,51
2,0,0,2,26,51
1,0,0,1,26,50
1,0,0,1,26,50
1,0,0,1,25,50
0,0,0,0,25,49
0,0,0,0,25,53
0,0,0,0,25,53
0,0,0,0,25,53
0,0,0,0,25,52
0,0,0,0,25,52
0,0,0,0,25,52
0,0,0,0,25,52
0,0,0,0,25,52
0,0,0,0,25,52
0,0,0,0,25,52
0,0,0,0,25,51
0,0,0,0,25,51
0,0,0,0,25,15
0,0,0,0,25,18
0,0,0,0,25,20
0,0,0,0,24,22
0,0,0,0,24,25
0,0,0,0,24,28
0,0,0,0,24,18
0,0,0,0,24,20
0,0,0,0,24,22
0,0,0,0,24,24
0,0,0,0,24,27
0,0,0,0,24,29
0,0,0,0,25,19
0,0,0,0,25,21
0,0,0,0,25,23
0,0,0,0,24,26
0,0,0,0,24,28
0,0,0,0,24,30
0,0,0,0,24,4
0,0,0,0,24,4
0,0,0,0,24,4
0,0,0,0,24,4
0,0,0,0,24,5
0,0,0,0,24,5
0,0,0,0,24,4
0,0,0,0,24,4
0,0,0,0,24,4
0,0,0,0,24,4
0,0,0,0,23,5
0,0,0,0,23,5
0,0,0,0,23,24
0,0,0,0,23,20
0,0,0,0,23,17
0,0,0,0,23,13
0,0,0,0,23,9
0,0,0,0,23,6
0,0,0,0,23,58
0,0,0,0,23,59
0,0,0,0,23,60
0,0,0,0,23,60
0,0,0,0,23,61
0,0,0,0,23,62
0,0,0,0,23,23
0,0,0,0,23,23
0,0,0,0,23,23
0,0,0,0,22,23
0,0,0,0,22,23
0,0,0,0,22,23
0,0,0,0,22,23
0,0,0,0,22,23
0,0,0,0,22,23
0,0,0,0,22,23
0,0,0,0,22,23
0,0,0,0,22,23
0,0,0,0,22,46
0,0,0,0,22,46
0,0,0,0,22,46
0,0,0,0,22,46
0,0,0,0,22,46
0,0,0,0,22,46
0,0,0,0,22,55
0,0,0,0,22,56
0,0,0,0,22,57
0,0,0,0,22,58
0,0,0,0,21,59
0,0,0,0,21,60
0,0,0,0,21,63
0,0,0,0,21,63
0,0,0,0,21,64
0,0,0,0,21,64
0,0,0,0,21,64
0,0,0,0,21,65
0,0,0,0,21,61
0,0,0,0,21,62
0,0,0,0,21,62
0,0,0,0,21,63
0,0,0,0,21,64
0,0,0,0,21,64
0,0,0,0,21,65
0,0,0,0,21,64
0,0,0,0,21,62
0,0,0,0,21,60
0,0,0,0,21,59
0,0,0,0,21,58
0,0,0,0,21,56
0,0,0,0,21,58
0,0,0,0,21,59
0,0,0,0,20,61
0,0,0,0,20,63
0,0,0,0,20,64
0,0,0,0,20,66
1,0,0,1,20,62
2,0,1,2,20,58
4,0,2,4,20,54
5,1,2,5,20,50
6,1,2,6,20,46
7,1,3,7,20,42
13,2,8,12,20,39
19,3,14,17,20,37
25,4,20,22,20,34
31,4,25,27,20,31
37,5,30,32,20,29
43,6,36,37,20,26
55,12,66,43,20,23
67,18,96,49,20,20
80,24,126,56,20,18
92,30,156,62,21,15
104,36,186,68,21,12
116,42,216,74,21,9
132,56,256,76,21,8
149,70,296,79,21,6
165,84,336,82,21,4
181,97,376,84,21,3
198,111,416,86,21,2
214,125,456,89,21,0
228,137,472,91,21,0
243,149,489,93,21,0
257,162,505,96,22,0
271,174,521,98,22,0
286,186,538,100,22,0
300,198,554,102,22,0
314,211,567,104,22,0
329,224,580,105,22,0
344,237,592,106,22,0
358,250,605,108,22,0
372,263,618,110,22,0
387,276,631,111,22,0
401,289,640,112,22,0
415,301,649,114,22,0
429,314,658,115,22,0
443,327,666,116,23,0
457,339,675,118,23,0
471,352,684,119,23,0
484,364,690,120,23,0
497,375,696,122,23,0
510,387,702,124,24,0
524,399,707,125,24,0
537,410,713,126,24,0
550,422,719,128,24,0
562,432,722,130,24,0
574,443,726,131,24,0
586,454,730,133,24,0
599,464,733,135,25,0
611,474,736,136,25,0
623,485,740,138,25,0
634,496,747,138,25,0
645,507,754,137,25,0
656,518,760,137,25,0
666,530,767,137,25,0
677,541,774,136,25,0
688,552,781,136,25,0
697,560,784,137,25,0
706,569,787,137,25,0
716,578,790,138,26,0
725,586,793,139,26,0
734,594,796,139,26,0
743,603,799,140,26,0
750,609,799,142,26,0
758,615,799,143,26,0
766,621,800,144,26,0
773,627,800,146,26,0
780,633,800,148,26,0
788,639,800,149,26,0
794,644,801,150,26,0
799,648,802,150,26,0
804,653,802,151,26,0
810,658,803,152,27,0
816,662,804,152,27,0
729,457,553,272,27,11
741,480,578,261,27,10
753,503,604,250,27,9
766,526,629,240,27,8
778,549,654,229,27,7
790,572,680,218,27,6
760,493,584,267,27,10
768,510,604,258,27,9
775,528,624,248,27,8
783,545,644,238,27,8
791,562,664,229,27,7
798,580,684,220,27,6
780,534,630,246,27,8
784,544,642,240,27,8
788,554,653,234,27,7
792,564,665,228,28,6
796,574,677,222,28,6
800,584,688,216,28,6
846,695,819,151,28,0
840,686,811,154,28,0
835,678,803,157,28,1
830,669,795,160,28,1
824,660,787,164,28,1
818,652,779,167,28,2
830,682,818,148,28,0
825,678,818,147,28,0
821,675,818,146,28,0
816,672,818,145,28,0
811,668,817,144,28,0
807,664,817,143,28,0
802,661,817,142,28,0
795,656,816,141,28,0
789,650,816,139,28,0
782,644,816,138,28,0
775,639,815,137,28,0
769,634,814,135,28,0
762,628,814,134,28,0
754,620,811,134,28,0
745,612,807,133,28,0
737,604,804,133,28,0
729,596,801,133,28,0
720,588,797,132,28,0
705,564,771,141,28,1
687,537,741,150,28,2
669,509,711,160,28,4
651,482,680,169,28,5
633,455,650,178,28,6
615,427,620,188,28,8
610,431,633,179,28,7
599,423,632,176,28,7
588,415,631,173,28,7
578,408,630,170,28,7
567,400,629,167,28,7
556,392,628,164,28,7
573,451,740,122,28,2
556,429,715,127,28,3
539,408,689,132,28,4
522,386,664,137,28,4
506,364,639,142,28,5
489,343,613,147,28,6
472,321,588,152,28,7
459,309,578,151,28,7
446,298,568,149,28,7
434,286,558,148,28,7
421,274,548,147,28,7
408,263,538,145,28,7
392,244,508,148,28,8
379,234,499,145,28,8
366,224,490,142,28,8
352,214,482,139,28,8
339,203,473,136,28,8
326,193,464,133,28,8
306,169,428,137,28,9
292,160,421,132,28,10
278,150,414,128,28,10
264,141,406,123,28,10
250,132,399,118,28,11
236,122,392,114,28,12
227,122,403,105,28,10
214,113,386,101,28,10
201,103,368,97,28,11
188,94,350,94,28,12
174,85,333,90,27,12
161,75,316,86,27,12
151,72,331,80,27,10
138,63,292,76,27,12
124,54,253,71,27,14
110,44,214,67,26,16
97,35,175,63,26,19
84,26,136,58,26,21
72,19,112,53,26,21
64,16,96,47,26,23
55,14,80,42,26,25
46,11,64,36,26,28
38,8,47,30,26,30
30,6,31,25,26,32
21,3,18,18,26,35
18,2,15,16,26,35
15,2,12,13,26,36
12,2,9,10,26,36
9,1,6,8,26,36
6,0,3,6,26,37
3,0,0,3,26,37
2,0,0,2,26,34
2,0,0,2,26,32
2,0,0,2,26,30
1,0,0,1,25,27
0,0,0,0,25,24
0,0,0,0,25,22
0,0,0,0,25,20
0,0,0,0,25,19
0,0,0,0,25,18
0,0,0,0,25,16
0,0,0,0,25,14
0,0,0,0,25,13
0,0,0,0,25,13
0,0,0,0,25,13
0,0,0,0,25,14
0,0,0,0,25,14
0,0,0,0,25,14
0,0,0,0,25,14
0,0,0,0,25,15
0,0,0,0,25,16
0,0,0,0,24,17
0,0,0,0,24,18
0,0,0,0,24,19
0,0,0,0,24,20
0,0,0,0,24,20
0,0,0,0,24,20
0,0,0,0,24,20
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,21
0,0,0,0,24,21
