id,actual,predicted
0,0,-1
1,0,-1
2,0,-1
3,0,-1
4,0,-1
5,0,-1
6,0,-1
7,0,-1
8,0,-1
9,0,-1
10,0,-1
11,0,-1
12,0,-1
13,0,-1
14,0,-1
15,0,-1
16,0,-1
17,0,-1
18,0,-1
19,0,-1
20,0,-1
21,0,-1
22,0,-1
23,0,-1
24,0,-1
25,0,-1
26,0,-1
27,0,-1
28,0,-2
29,0,-2
30,0,-2
31,0,-2
32,0,-2
33,0,-2
34,0,-2
35,0,-2
36,0,-2
37,0,-2
38,0,-2
39,0,-2
40,0,-2
41,0,-2
42,0,-2
43,0,-2
44,0,-2
45,0,-2
46,0,-2
47,0,-2
48,0,-2
49,0,-2
50,0,-2
51,0,-2
52,0,-2
53,0,-2
54,0,-2
55,0,-2
56,0,-2
57,0,-2
58,0,-2
59,0,-2
60,0,-2
61,0,-2
62,0,-2
63,0,-2
64,0,-2
65,0,-2
66,3,-2
67,10,-2
68,32,-2
69,61,-2
70,109,-2
71,168,-2
72,230,-2
73,304,88
74,378,203
75,459,321
76,540,420
77,629,520
78,727,646
79,844,830
80,963,1005
81,1115,1210
82,1301,1426
83,1520,1631
84,1756,1866
85,2029,2162
86,2375,2440
87,2713,2708
88,3172,3031
89,3577,3337
90,4016,3646
91,4447,3971
92,5170,4312
93,5662,4643
94,6179,4936
95,5417,5284
96,6873,5622
97,7649,5973
98,7395,6312
99,8226,6619
100,5611,6975
101,8547,7317
102,7502,7675
103,8221,8032
104,7911,8364
105,7930,8697
106,9362,9056
107,9901,9415
108,10216,9748
109,10509,10069
110,10933,10402
111,11138,10708
112,11438,10974
113,11741,11305
114,12145,11623
115,12393,11915
116,12750,12220
117,13010,12510
118,13274,12799
119,13652,13101
120,13934,13389
121,14286,13640
122,14343,13892
123,14651,14166
124,15006,14414
125,15221,14650
126,15423,14908
127,15572,15117
128,15798,15327
129,15987,15547
130,16124,15765
131,16274,15971
132,16364,16177
133,16638,16359
134,16869,16518
135,17063,16603
136,17193,16769
137,17341,16937
138,17476,17105
139,17592,17214
140,17735,17333
141,17851,17441
142,17957,17573
143,18047,17690
144,18178,17796
145,18313,17873
146,18379,17936
147,18346,18013
148,18224,18089
149,17900,18151
150,17969,18228
151,18214,18250
152,18425,18260
153,18388,18294
154,18356,18217
155,18325,18227
156,18322,18250
157,18278,18207
158,18277,18167
159,18217,18137
160,18134,18101
161,18081,18048
162,17975,18018
163,17919,17935
164,17874,17854
165,17766,17680
166,17682,17596
167,17600,17513
168,17210,17428
169,17085,17317
170,16898,17195
171,16581,17073
172,16506,16961
173,16262,16838
174,16085,16726
175,15906,16560
176,15986,16379
177,15852,16199
178,15486,16031
179,15312,15859
180,15059,15678
181,14949,15450
182,14790,15226
183,14639,15008
184,14482,14787
185,14209,14546
186,13987,14324
187,13702,14041
188,13417,13759
189,13228,13474
190,13022,13093
191,12717,12809
192,12365,12521
193,11965,12184
194,11634,11849
195,11307,11513
196,10983,11175
197,10748,10835
198,10426,10498
199,9938,10137
200,9525,9797
201,9054,9434
202,8913,9087
203,8363,8752
204,8046,8392
205,7655,8057
206,7342,7726
207,6829,7429
208,6434,7097
209,6014,6768
210,5656,6441
211,5406,6138
212,4989,5838
213,4640,5538
214,4261,5254
215,3880,4960
216,3513,4668
217,3187,4399
218,2831,4132
219,2520,3879
220,2240,3617
221,1967,3344
222,1720,4063
223,1496,3741
224,1294,3423
225,1112,3110
226,951,2801
227,819,2497
228,708,2197
229,608,1959
230,528,1730
231,451,1500
232,368,1300
233,300,1108
234,244,860
235,183,730
236,133,620
237,87,517
238,53,394
239,28,281
240,10,115
241,2,99
242,0,83
243,0,47
244,0,31
245,0,15
246,0,10
247,0,10
248,0,10
249,0,10
250,0,10
251,0,10
252,0,24
253,0,24
254,0,22
255,0,22
256,0,22
257,0,19
258,0,22
259,0,22
260,0,22
261,0,22
262,0,19
263,0,19
264,0,19
265,0,19
266,0,19
267,0,22
268,0,21
269,0,21
270,0,-4
271,0,-3
272,0,-3
273,0,-3
274,0,-4
275,0,-2
276,0,-2
277,0,-4
278,0,-6
279,0,-7
280,0,-8
281,0,-10
282,0,-20
283,0,-19
284,0,-17
285,0,-17
286,0,-15
287,0,-12
