id,actual,predicted
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,2,0
71,6,0
72,26,0
73,46,18
74,74,38
75,100,48
76,114,77
77,157,96
78,198,116
79,203,249
80,201,371
81,248,497
82,397,633
83,652,768
84,1139,897
85,801,1081
86,1066,1271
87,1561,1451
88,2131,1642
89,2370,1839
90,1482,2033
91,1219,2276
92,1623,2521
93,1983,2764
94,2460,3014
95,1281,3265
96,946,3519
97,1365,3804
98,1652,4085
99,1837,4376
100,1594,4659
101,1879,4946
102,1514,5243
103,1484,5561
104,1552,5885
105,1985,6195
106,2076,6521
107,2186,6868
108,2226,7184
109,2212,7503
110,2206,7859
111,2404,8210
112,2247,8540
113,2193,8894
114,2091,9242
115,2042,9575
116,2044,9901
117,2154,10237
118,2317,10573
119,2199,10890
120,2156,11240
121,2116,11515
122,2381,11814
123,2551,12065
124,2373,12353
125,1916,12652
126,2105,12928
127,1906,13138
128,2247,13351
129,2446,13575
130,2601,13784
131,2993,13981
132,3096,14204
133,3547,14351
134,5261,14498
135,4697,14645
136,5020,14780
137,4684,14926
138,4727,15072
139,5558,15170
140,6899,15266
141,7806,15371
142,8094,15445
143,7291,15540
144,8642,15637
145,9490,15684
146,9114,15719
147,8543,15767
148,9447,15822
149,11557,15857
150,15855,15904
151,14991,15916
152,16944,15929
153,19016,15928
154,21108,15941
155,15443,15965
156,18637,15966
157,20363,15929
158,20688,15891
159,21186,15841
160,21151,15805
161,21115,15755
162,21117,15731
163,21041,15635
164,21020,15563
165,20581,15455
166,20259,15358
167,20667,15286
168,20605,15189
169,20483,15044
170,20351,14910
171,20522,14775
172,18742,14626
173,20253,14492
174,20142,14346
175,10230,14151
176,7428,13955
177,8622,13768
178,11494,13561
179,8642,13365
180,7225,13169
181,8575,12910
182,8353,12663
183,12038,12418
184,20494,12148
185,12445,11887
186,14559,5199
187,8238,5230
188,16085,5262
189,16208,5283
190,15921,5287
191,16579,5329
192,5871,5929
193,10105,6067
194,4618,6203
195,4076,6335
196,7569,6475
197,4185,6619
198,4378,6753
199,3149,6625
200,2386,6505
201,2638,6353
202,3217,6212
203,3942,6103
204,5310,5966
205,3892,5777
206,2983,5589
207,2963,5402
208,3247,5233
209,2770,5046
210,2931,2948
211,2055,2953
212,1543,2942
213,1884,2951
214,1907,2964
215,1736,2954
216,1735,1740
217,1826,1724
218,2080,1700
219,1375,1701
220,1339,1683
221,841,1659
222,662,1643
223,559,1525
224,444,1395
225,513,1276
226,458,1163
227,411,1037
228,422,921
229,394,813
230,326,685
231,241,581
232,162,476
233,95,361
234,46,247
235,21,216
236,6,184
237,1,132
238,0,103
239,0,83
240,0,42
241,0,42
242,0,21
243,0,21
244,0,21
245,0,0
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,0,0
273,0,0
274,0,0
275,0,0
276,0,1
277,0,1
278,0,1
279,0,1
280,0,1
281,0,1
282,0,1
283,0,1
284,0,1
285,0,1
286,0,1
287,0,1
