ghi,ebh,dni,dhi,air_temp,cloud_opacity
20,7,42,13,23,0
379,234,499,145,28,8
0,0,0,0,23,45
0,0,0,0,17,0
770,623,796,148,29,0
0,0,0,0,24,0
0,0,0,0,21,0
260,7,8,254,28,65
122,70,406,52,15,0
106,2,6,104,28,72
161,30,103,132,23,35
784,555,664,229,22,8
159,79,359,78,22,10
0,0,0,0,25,71
524,399,707,125,24,0
0,0,0,0,23,16
23,8,47,15,22,1
0,0,0,0,22,0
92,39,212,53,24,4
0,0,0,0,24,20
463,48,57,416,22,45
122,32,163,88,23,26
569,448,747,121,24,2
38,8,47,30,26,30
0,0,0,0,24,21
0,0,0,0,24,45
0,0,0,0,19,48
0,0,0,0,23,0
773,636,812,137,32,0
813,664,813,150,25,0
574,417,676,157,21,4
0,0,0,0,22,23
586,175,212,412,27,28
0,0,0,0,24,21
31,4,25,27,20,31
513,286,460,226,23,14
423,332,739,92,18,0
769,622,796,147,28,0
0,0,0,0,18,0
11,3,20,8,21,3
0,0,0,0,24,44
308,224,620,84,32,8
228,137,472,91,21,0
233,155,526,78,28,6
202,30,76,172,24,40
769,620,792,150,27,26
818,652,779,167,28,2
187,28,80,158,24,39
634,251,304,383,27,22
797,621,754,176,29,3
155,12,34,143,22,47
0,0,0,0,21,24
0,0,0,0,23,84
0,0,0,0,19,47
673,528,753,145,28,0
0,0,0,0,23,43
841,692,820,150,29,0
0,0,0,0,20,80
0,0,0,0,20,0
0,0,0,0,23,45
654,419,567,235,23,11
588,201,254,387,27,24
30,1,3,29,22,77
191,125,535,66,16,0
259,172,550,88,24,0
507,162,226,346,27,28
601,187,224,414,27,28
0,0,0,0,16,2
0,0,0,0,24,21
364,262,637,102,19,2
0,0,0,0,17,0
70,34,198,36,29,2
293,211,608,82,31,7
490,113,153,377,27,33
774,642,840,130,22,0
266,8,10,258,28,64
512,367,642,144,29,5
551,294,438,257,23,16
0,0,0,0,25,23
531,158,201,374,28,30
574,197,254,377,23,26
0,0,0,0,25,18
124,60,318,63,22,8
347,89,163,258,24,32
0,0,0,0,21,0
46,11,64,36,26,28
788,595,724,194,27,19
275,146,409,128,24,10
0,0,0,0,22,0
0,0,0,0,26,5
0,0,0,0,22,0
656,490,692,165,29,5
0,0,0,0,21,52
707,591,842,116,21,0
519,396,710,123,26,0
775,629,797,145,29,1
0,0,0,0,22,71
745,556,716,189,21,6
0,0,0,0,18,0
441,331,685,111,26,0
0,0,0,0,23,36
114,27,130,87,22,26
593,438,678,155,29,5
822,671,811,151,28,0
524,381,664,143,25,3
724,593,803,131,29,0
758,615,799,143,26,0
1,0,0,1,23,44
647,524,779,123,32,0
0,0,0,0,21,22
0,0,0,0,23,45
0,0,0,0,24,19
499,74,89,425,27,39
0,0,0,0,21,55
578,264,362,314,23,20
0,0,0,0,24,42
411,94,150,317,25,31
0,0,0,0,18,10
0,0,0,0,22,0
838,698,842,140,22,0
211,112,379,100,27,10
329,232,613,98,24,0
416,314,675,101,29,6
0,0,0,0,19,0
160,10,20,151,27,59
0,0,0,0,25,20
0,0,0,0,17,0
0,0,0,0,19,1
421,97,148,324,25,31
548,424,731,124,27,0
620,486,748,134,28,0
449,310,603,138,24,5
0,0,0,0,24,45
0,0,0,0,24,85
0,0,0,0,20,18
0,0,0,0,25,37
0,0,0,0,24,54
214,131,489,83,23,0
0,0,0,0,16,0
849,694,813,156,29,0
0,0,0,0,26,4
392,244,508,148,28,8
0,0,0,0,19,0
52,9,52,44,21,23
0,0,0,0,18,0
0,0,0,0,23,24
589,194,235,394,27,28
510,128,163,382,27,33
292,160,421,132,28,10
0,0,0,0,23,37
0,0,0,0,20,0
447,114,169,333,25,29
0,0,0,0,20,52
717,591,808,127,32,0
0,0,0,0,22,14
123,5,11,119,27,64
457,324,631,132,24,1
0,0,0,0,25,20
0,0,0,0,25,36
731,582,773,150,29,0
244,89,249,154,22,21
832,684,824,148,24,1
0,0,0,0,16,1
0,0,0,0,23,34
402,24,29,378,21,52
0,0,0,0,20,73
4,1,6,3,20,2
0,0,0,0,21,64
446,49,63,396,21,44
236,122,392,114,28,12
32,11,65,21,22,1
372,232,514,139,24,8
1,0,0,1,22,62
73,29,171,44,15,4
551,315,481,235,23,13
134,2,3,132,28,78
0,0,0,0,25,1
300,198,554,102,22,0
438,338,700,100,28,6
130,82,434,48,27,4
0,0,0,0,20,55
0,0,0,0,24,20
471,352,684,119,23,0
0,0,0,0,15,0
358,62,101,296,25,36
454,349,716,105,19,0
470,346,653,125,29,3
0,0,0,0,27,8
84,18,94,66,22,27
784,569,689,214,21,7
115,1,2,114,28,79
0,0,0,0,24,42
256,24,45,233,28,48
415,204,386,211,23,17
5,3,18,5,20,75
0,0,0,0,19,0
0,0,0,0,18,5
0,0,0,0,24,37
0,0,0,0,16,0
534,421,751,113,20,0
0,0,0,0,16,0
419,235,457,183,24,14
0,0,0,0,23,61
147,73,356,74,16,5
0,0,0,0,25,19
0,0,0,0,22,5
112,77,102,111,26,86
0,0,0,0,18,22
340,247,626,93,27,8
262,139,403,123,24,10
228,143,504,85,23,0
559,166,197,394,27,33
0,0,0,0,21,68
392,258,555,134,22,4
0,0,0,0,25,14
0,0,0,0,20,18
688,539,752,149,26,16
395,306,725,89,18,0
775,639,815,137,28,0
0,0,0,0,22,46
511,382,695,129,19,3
117,13,54,104,26,42
0,0,0,0,25,0
148,90,474,58,15,0
218,112,381,106,22,9
0,0,0,0,23,5
0,0,1,0,23,15
753,607,790,147,28,0
0,0,0,0,17,0
685,516,719,168,20,4
77,2,7,75,22,64
141,4,9,138,24,64
583,371,566,212,21,9
767,559,696,207,21,7
383,276,642,107,25,0
0,0,0,0,25,16
787,605,738,182,29,3
540,195,271,345,21,25
0,0,0,0,16,0
170,86,366,84,22,10
613,493,768,119,32,1
0,0,1,0,15,0
300,159,412,141,24,14
0,0,0,0,22,12
162,101,494,61,15,0
420,36,43,384,27,49
392,283,649,109,17,2
0,0,0,0,19,0
785,639,805,147,29,0
493,395,770,98,19,0
783,545,644,238,27,8
0,0,0,0,25,0
754,517,631,237,22,9
0,0,0,0,18,0
533,430,783,103,20,0
0,0,0,0,16,0
733,548,716,185,21,6
7,5,31,7,20,75
434,336,704,98,32,7
0,0,0,0,21,26
596,465,742,131,28,0
452,338,681,115,25,0
745,612,807,133,28,0
0,0,0,0,21,61
0,0,0,0,17,0
104,3,6,102,28,71
0,0,0,0,18,0
5,1,6,4,28,17
102,4,12,98,27,63
798,580,684,220,27,6
103,54,314,49,30,2
0,0,0,0,21,62
230,35,81,195,24,39
280,19,29,262,26,56
389,80,124,310,25,34
705,564,771,141,28,1
836,684,814,153,29,0
434,106,158,328,25,30
198,78,264,121,20,15
849,691,806,159,31,0
156,103,498,54,27,5
16,2,10,14,18,36
581,228,300,352,23,23
53,1,2,53,22,77
0,0,0,0,20,42
781,646,836,133,22,0
129,9,25,120,22,53
0,0,0,0,24,0
0,0,0,0,17,1
830,680,815,151,30,0
1,0,1,1,27,16
0,0,0,0,25,81
0,0,0,0,20,0
0,0,0,0,17,0
0,0,0,0,25,56
30,6,31,25,26,32
131,10,34,121,26,50
0,0,0,0,23,31
0,0,0,0,24,20
784,544,642,240,27,8
0,0,0,0,16,0
0,0,0,0,25,0
0,0,0,0,24,18
778,556,670,222,22,8
849,693,810,157,31,0
662,304,370,358,27,18
12,5,32,7,15,0
835,678,803,157,28,1
0,0,0,0,18,0
508,82,100,425,22,39
0,0,0,0,17,1
101,305,404,100,26,86
586,454,730,133,24,0
30,9,52,21,21,7
86,36,210,50,16,5
4,1,4,3,21,27
0,0,0,0,24,4
84,44,261,40,15,0
605,197,238,408,27,27
0,0,0,0,18,0
0,0,0,0,24,54
0,0,0,0,18,0
111,3,8,108,27,66
826,680,830,145,22,0
0,0,0,0,19,0
344,237,592,106,22,0
428,214,395,213,23,16
1,0,0,1,23,60
65,13,77,52,24,26
176,106,451,70,28,5
0,0,0,0,15,1
255,115,325,140,20,12
2,0,3,1,20,1
502,396,734,106,32,4
0,0,0,0,25,15
150,87,393,64,28,4
0,0,0,0,24,12
39,15,91,24,23,0
815,652,785,163,29,1
9,1,7,7,26,23
573,339,503,233,23,12
623,512,800,111,24,0
148,40,157,107,22,25
0,0,0,0,24,20
10,0,4,9,22,41
716,599,843,117,21,0
567,460,779,107,27,2
150,5,9,146,24,63
119,63,340,56,23,0
0,0,0,0,22,10
0,0,0,0,25,42
0,0,0,0,17,0
195,126,502,69,30,4
642,244,289,399,27,23
466,370,759,96,19,0
807,664,817,143,28,0
8,2,14,6,14,4
143,79,417,64,23,0
0,0,0,0,23,0
24,6,32,18,28,17
666,530,767,137,25,0
0,0,0,0,23,0
0,0,0,0,26,3
788,639,800,149,26,0
0,0,0,0,25,42
622,508,805,114,20,0
487,226,360,260,24,20
4,0,4,4,25,22
287,195,578,92,24,0
0,0,0,0,24,38
691,549,767,144,27,0
0,0,0,0,23,15
0,0,0,0,24,19
650,511,753,140,27,0
33,9,58,23,15,4
560,425,716,135,20,2
482,367,706,116,26,0
409,319,732,90,18,0
397,298,668,99,27,7
0,0,0,0,19,0
779,642,813,139,32,0
0,0,0,0,16,2
2,1,5,2,15,0
429,314,658,115,22,0
596,480,774,116,24,2
84,8,38,76,28,43
0,0,0,0,23,46
92,5,22,87,28,54
0,0,0,0,24,4
0,0,0,0,15,2
276,144,403,132,24,14
729,556,730,172,24,5
0,0,0,0,21,73
222,24,45,198,27,51
0,0,0,0,15,0
237,162,552,75,31,6
10,9,55,10,20,75
0,0,0,0,14,4
632,474,708,158,20,4
0,0,0,0,20,53
806,653,804,153,24,2
472,321,588,152,28,7
0,0,0,0,25,40
0,0,0,0,22,18
748,599,782,150,29,0
0,0,0,0,17,0
183,91,330,92,27,12
800,658,830,141,22,0
358,250,605,108,22,0
613,456,700,156,19,4
393,28,35,365,28,51
247,167,544,80,28,7
146,56,244,90,22,14
0,0,0,0,25,19
743,507,626,236,22,9
0,0,0,0,17,0
0,0,0,0,22,0
5,1,3,5,20,40
0,0,0,0,16,1
0,0,0,0,23,26
466,350,689,117,25,0
0,0,0,0,25,0
0,0,0,0,24,28
629,492,746,137,27,0
177,98,419,79,15,3
292,213,648,79,17,0
244,146,480,98,18,4
0,0,0,0,24,44
110,153,202,110,26,84
0,0,0,0,24,53
0,0,0,0,24,78
648,277,337,370,27,20
335,182,426,154,24,14
0,0,0,0,20,0
249,38,85,210,24,39
0,0,0,0,24,10
508,390,716,119,26,0
501,74,88,427,27,39
497,375,696,122,23,0
792,564,665,228,28,6
802,651,805,151,25,0
314,211,567,104,22,0
0,0,0,0,23,41
0,0,0,0,24,18
29,6,33,23,26,18
529,426,760,105,27,3
637,528,813,109,24,0
187,83,323,104,22,11
0,0,0,0,23,81
0,0,0,0,25,19
0,0,0,0,24,4
204,7,12,197,25,61
0,0,0,0,17,0
0,0,0,0,24,84
554,429,736,125,20,1
15,3,15,12,23,9
682,540,763,143,27,0
0,0,0,0,18,25
720,486,617,234,23,10
0,0,0,0,16,0
0,0,0,0,24,64
142,31,131,110,23,31
0,0,0,0,24,76
0,0,0,0,24,24
0,0,0,0,16,2
0,0,0,0,24,71
0,0,0,0,26,0
525,130,155,394,27,38
2,1,4,2,20,74
850,692,806,158,31,0
611,221,267,390,27,26
13,1,3,12,23,52
364,104,185,260,24,30
135,66,346,68,22,9
144,48,208,97,19,18
833,679,805,154,31,0
0,0,0,0,23,0
7,1,3,7,20,42
597,486,800,110,20,0
0,0,0,0,16,0
0,0,0,0,22,46
510,387,702,124,24,0
0,0,0,0,20,16
0,0,0,0,20,15
0,0,0,0,21,59
0,0,0,0,18,0
0,0,0,0,22,23
0,0,0,0,27,14
49,14,87,34,15,4
0,0,0,0,22,60
546,296,445,250,23,15
1,0,0,1,26,50
119,28,132,92,27,26
0,0,0,0,22,46
452,256,463,196,24,14
834,683,816,151,30,0
250,132,399,118,28,11
744,614,819,130,26,0
15,2,12,13,26,36
0,0,0,0,22,75
0,0,0,0,25,0
531,294,455,238,23,15
766,621,800,144,26,0
2,0,1,2,20,37
0,0,0,0,20,1
70,26,149,43,23,2
110,51,296,59,15,3
0,0,0,0,20,0
839,700,845,139,22,0
8,0,2,7,23,52
343,205,482,137,24,8
846,692,813,155,30,0
3,1,6,2,15,0
0,0,0,0,20,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,24,45
490,352,648,138,24,2
0,0,0,0,20,0
621,471,704,150,27,3
270,105,271,164,22,20
0,0,0,0,22,73
820,670,813,150,30,0
116,2,2,114,28,78
31,15,90,16,25,1
287,182,533,105,18,4
344,244,623,100,24,0
0,0,0,0,23,0
243,149,489,93,21,0
160,82,374,78,16,5
427,304,619,124,29,4
0,0,0,0,20,42
651,492,718,158,20,4
0,0,0,0,23,0
0,0,0,0,24,39
848,691,805,159,31,0
500,94,118,406,27,35
0,0,0,0,24,59
582,464,760,118,24,2
784,634,799,150,25,0
844,691,814,154,30,0
0,0,0,0,21,34
0,0,0,0,25,0
80,47,264,34,26,2
823,686,840,137,23,0
2,0,3,1,23,0
0,0,0,0,24,41
0,0,0,0,22,56
448,348,710,100,32,6
399,23,28,375,21,52
0,0,0,0,18,0
0,0,0,0,16,2
166,5,11,161,24,62
0,0,0,0,22,12
715,536,716,179,20,5
58,23,140,34,23,0
411,33,40,378,27,50
0,0,0,0,17,0
0,0,0,0,23,63
758,623,814,134,26,0
12,3,13,10,26,17
114,1,2,113,28,80
547,433,756,114,20,0
4,1,5,3,28,17
0,0,0,0,25,20
370,179,355,190,24,16
184,15,34,168,27,52
326,193,464,133,28,8
786,647,813,140,32,0
528,419,743,109,32,4
572,445,737,128,27,0
0,0,0,0,18,32
0,0,0,0,21,0
0,0,0,0,25,18
707,582,804,126,32,0
820,671,810,149,31,0
412,30,37,381,21,50
1,0,0,1,26,50
6,0,1,5,23,53
103,23,121,80,22,26
647,537,814,111,24,0
451,183,303,267,24,23
56,11,67,45,24,24
0,0,0,0,23,10
255,181,604,73,27,7
843,694,821,149,29,0
242,155,518,88,23,0
263,187,619,76,16,0
302,158,398,144,21,10
0,0,0,0,19,0
0,0,0,0,25,14
0,0,0,0,25,30
231,148,521,83,24,0
184,111,469,73,24,0
161,75,316,86,27,12
0,0,0,0,18,0
0,0,0,0,25,0
0,0,0,0,23,30
0,0,0,0,21,24
709,532,716,177,20,5
0,0,0,0,25,51
0,0,0,0,16,0
0,0,0,0,19,0
0,0,0,0,16,0
693,522,718,171,20,5
0,0,0,0,18,1
539,305,473,233,23,13
0,0,0,0,16,1
0,0,0,0,19,0
521,410,746,111,20,0
626,394,551,231,23,11
97,4,13,93,28,62
777,558,673,220,27,11
541,292,446,248,24,16
168,29,97,138,23,36
0,0,0,0,18,15
0,0,0,0,18,0
0,0,0,0,20,0
0,0,0,0,20,72
126,12,43,114,26,46
0,0,0,0,24,26
252,19,34,233,28,53
0,0,0,0,23,42
0,0,0,0,24,2
1,0,0,1,25,85
0,0,0,0,17,0
0,0,0,0,22,23
728,592,801,137,24,0
11,4,20,8,25,1
0,0,0,0,21,65
576,323,475,252,26,12
0,0,0,0,16,2
310,27,42,284,25,49
0,0,0,0,20,76
480,383,766,97,19,0
0,0,0,0,17,0
41,12,72,28,15,4
844,693,826,151,23,1
372,128,211,244,27,32
0,0,0,0,20,55
480,55,65,425,27,43
0,0,0,0,16,1
0,0,0,0,22,0
229,134,462,95,17,5
19,2,16,19,22,75
0,0,0,0,23,42
839,689,819,150,29,0
646,509,756,137,24,0
73,7,37,65,28,40
0,0,0,0,21,22
0,0,0,0,16,0
806,663,814,144,31,0
405,88,136,317,25,32
3,1,5,3,23,13
133,4,8,130,24,65
1,0,0,1,25,27
0,0,0,0,16,1
0,0,0,0,25,68
0,0,0,0,16,0
0,0,0,0,21,25
526,160,216,367,26,26
0,0,0,0,20,0
0,0,0,0,24,10
433,319,671,114,18,2
800,642,794,156,24,2
0,0,0,0,16,2
0,0,0,0,21,22
194,99,378,94,23,12
67,30,176,37,21,5
0,0,0,0,21,0
0,0,0,0,21,0
0,0,0,0,24,4
0,0,0,0,22,65
423,30,35,393,21,50
1,1,2,1,23,14
0,0,0,0,24,53
407,25,30,382,21,51
0,0,0,0,24,45
229,119,391,110,23,13
0,0,0,0,23,60
256,10,15,247,28,60
0,0,0,0,24,15
72,36,212,36,15,0
1,0,2,1,22,0
30,4,20,26,21,29
0,0,0,0,25,52
536,401,699,135,19,3
0,0,0,0,16,0
0,0,0,0,16,0
575,296,426,279,21,16
132,56,256,76,21,8
330,75,141,255,24,33
0,0,0,0,20,73
824,677,824,146,24,1
843,689,812,155,29,0
109,61,357,48,15,0
585,390,601,195,21,8
642,483,713,158,20,4
0,0,0,0,19,42
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,26,6
13,2,8,12,20,39
134,64,338,70,16,5
818,669,816,149,25,0
0,0,0,0,25,0
562,432,722,130,24,0
0,0,0,0,26,1
211,85,277,127,20,14
827,676,814,151,30,0
418,279,567,138,24,6
0,0,0,0,25,19
13,4,24,9,21,4
823,671,810,152,26,0
291,195,571,96,16,2
698,583,840,115,21,0
532,408,716,124,26,0
633,455,650,178,28,6
0,0,0,0,15,3
9,2,15,7,20,3
175,6,11,169,24,61
781,567,689,214,21,7
469,363,727,106,19,0
11,3,18,8,23,0
481,57,68,424,27,42
759,588,751,170,24,4
0,0,0,0,16,1
334,230,596,104,18,2
772,640,826,132,23,0
46,7,41,39,21,28
1,0,0,1,25,86
0,0,0,0,23,46
303,63,122,240,24,35
128,32,152,96,23,27
214,113,386,101,28,10
110,44,214,67,26,16
488,99,131,389,21,36
61,26,158,34,23,2
0,0,0,0,17,1
190,118,470,72,28,5
0,0,0,0,19,1
212,109,377,102,24,8
606,374,535,231,23,11
603,447,695,156,19,4
686,569,819,117,27,0
836,687,825,149,23,1
824,673,812,151,26,0
852,705,840,147,23,1
424,324,689,100,27,6
0,0,0,0,15,2
569,206,258,364,27,26
0,0,0,0,25,33
574,289,409,284,23,17
0,0,0,0,19,0
491,96,113,396,27,42
693,546,758,148,28,0
0,0,0,0,24,38
0,0,0,0,15,3
94,47,263,47,23,0
538,375,631,163,25,5
322,73,126,248,27,38
619,436,632,184,29,8
0,0,0,0,19,1
0,0,0,0,24,0
0,0,0,0,19,0
838,699,843,140,22,0
0,0,0,0,22,46
408,263,538,145,28,7
0,0,0,0,24,18
0,0,0,0,24,21
1,1,2,1,25,0
751,619,816,132,26,0
0,0,0,0,16,0
0,0,0,0,21,36
523,270,417,252,24,17
762,530,644,232,22,9
839,689,829,149,23,1
221,9,13,213,28,67
165,5,9,160,24,64
0,0,0,0,19,1
477,359,689,119,22,0
0,0,0,0,24,57
0,0,0,0,17,0
159,44,166,114,22,24
0,0,0,0,24,38
63,22,136,39,15,5
822,672,814,150,26,0
0,0,0,0,19,0
0,0,0,0,20,41
0,0,0,0,18,0
121,12,49,109,26,44
850,692,807,159,29,0
0,0,0,0,23,0
634,232,276,402,27,24
226,161,603,65,27,7
0,0,0,0,20,79
149,78,378,71,15,3
0,0,0,0,15,0
195,62,200,132,22,23
102,3,7,100,28,70
552,440,750,112,32,3
0,0,0,0,19,0
132,9,30,123,26,52
10,1,4,8,26,48
0,0,0,0,23,66
4,1,8,3,22,0
366,279,704,86,18,0
840,690,826,150,23,1
142,91,477,52,27,5
378,286,671,92,32,8
0,0,0,0,16,0
82,32,171,51,23,6
0,0,0,0,23,0
0,0,0,0,17,0
772,625,799,148,25,0
623,485,740,138,25,0
3,0,0,3,22,42
716,565,762,150,27,20
289,158,424,130,24,10
758,624,811,134,32,0
729,596,801,133,28,0
286,186,538,100,22,0
43,6,36,37,20,26
0,0,0,0,21,9
599,464,733,135,25,0
428,40,50,388,21,46
558,153,193,404,23,30
0,0,0,0,24,5
0,0,0,0,19,0
467,76,98,391,26,37
397,288,650,109,25,0
0,0,0,0,25,24
72,13,76,58,24,28
434,286,558,148,28,7
16,18,105,16,20,76
848,691,808,158,29,0
317,172,423,146,21,9
0,0,0,0,24,53
0,0,0,0,23,0
0,0,0,0,24,5
850,693,808,158,31,0
404,94,124,310,28,44
0,0,0,0,24,19
712,564,766,148,28,0
204,130,488,74,28,6
13,3,13,10,23,10
785,650,827,135,23,0
0,0,0,0,21,35
787,560,670,226,22,8
0,0,0,0,24,38
160,65,271,95,22,13
0,0,0,0,20,66
738,593,785,146,28,0
0,0,0,0,24,0
0,0,0,0,16,0
770,543,657,227,22,8
205,136,555,68,16,0
0,0,0,0,23,23
0,0,0,0,25,74
0,0,0,0,24,11
59,17,97,42,23,7
0,0,0,0,19,1
481,89,116,392,27,36
163,3,4,161,28,74
556,429,715,127,28,3
412,283,591,129,22,3
329,224,580,105,22,0
0,0,0,0,24,55
0,0,0,0,23,46
747,597,779,150,27,24
0,0,0,0,21,62
469,205,331,263,24,21
0,0,0,0,24,4
61,22,122,40,26,8
38,1,2,37,22,78
564,166,206,398,27,30
788,554,653,234,27,7
2,0,0,2,23,58
10,2,11,8,23,11
808,660,810,149,30,0
106,229,303,105,26,85
699,360,430,339,27,16
734,609,824,125,23,0
264,138,400,126,24,14
84,14,74,70,24,32
506,364,639,142,28,5
0,0,0,0,27,11
214,125,456,89,21,0
833,685,829,147,22,0
0,0,0,0,21,46
157,85,376,73,23,3
0,0,0,0,21,18
0,0,0,0,24,21
108,2,5,106,28,73
584,350,514,232,23,12
240,30,55,211,27,48
191,27,65,164,22,42
173,3,4,171,28,73
57,1,2,56,22,77
0,0,0,0,24,40
0,0,0,0,20,55
0,0,0,0,20,0
1,0,2,1,20,74
800,584,688,216,28,6
485,101,134,384,27,35
547,409,698,138,19,3
0,0,0,0,21,26
0,0,0,0,15,3
0,0,0,0,24,78
312,214,587,99,24,0
782,638,801,145,29,0
0,0,0,0,22,46
847,698,832,149,23,1
410,100,164,309,25,29
0,0,0,0,24,84
296,183,509,113,23,4
590,473,760,117,32,2
477,84,110,393,21,38
773,627,800,146,26,0
451,331,663,120,22,0
0,0,0,0,24,0
0,0,0,0,20,75
560,454,792,106,20,0
0,0,0,0,23,44
0,0,0,0,24,66
0,0,0,0,20,17
0,0,0,0,21,70
0,0,0,0,21,16
0,0,0,0,23,0
258,158,498,100,18,4
68,9,44,67,22,67
22,4,27,17,23,18
504,401,746,103,28,4
786,568,684,218,21,7
446,39,47,406,21,47
708,587,821,120,23,0
0,0,2,0,23,14
584,455,740,130,28,0
821,676,830,144,22,0
490,167,217,323,27,34
115,33,174,81,23,24
0,0,0,0,23,0
414,307,670,108,25,0
802,652,806,150,28,0
82,23,130,58,22,17
0,0,0,0,22,46
0,0,0,0,21,19
48,9,49,40,18,27
0,0,0,0,24,18
522,290,458,232,23,15
752,631,849,120,21,0
564,165,208,399,23,29
628,283,352,344,27,20
1,0,0,1,20,62
473,353,688,120,18,2
0,0,0,0,18,0
122,58,338,64,15,3
0,0,0,0,24,8
0,0,0,0,25,0
836,681,805,155,31,0
7,1,4,6,18,41
613,502,794,112,27,0
830,669,795,160,28,1
433,161,274,271,24,24
2,0,0,2,20,37
0,0,0,0,23,85
602,444,676,159,29,5
7,2,12,5,23,0
288,152,408,136,24,14
537,410,713,126,24,0
0,0,0,0,23,40
255,21,37,235,28,51
142,84,400,58,30,3
72,19,112,53,26,21
395,69,99,327,27,40
0,0,0,0,24,26
0,0,0,0,25,60
2,0,0,2,23,59
0,0,0,0,19,0
375,175,355,200,23,18
0,0,0,0,17,0
258,22,41,236,28,50
28,7,38,22,28,17
584,433,680,151,29,5
424,320,692,104,19,0
811,662,808,149,26,0
780,556,668,224,22,8
578,471,783,108,27,1
485,143,201,342,27,30
0,0,0,0,22,12
95,381,504,95,26,88
581,352,531,228,21,11
388,248,532,139,24,7
576,239,310,337,27,23
0,0,0,0,18,0
0,0,0,0,16,0
270,129,350,142,20,11
0,0,0,0,22,33
200,120,461,80,23,1
214,21,46,194,27,47
522,401,721,121,27,0
0,0,0,0,16,2
405,295,657,110,17,2
0,0,0,0,18,18
0,0,0,0,17,0
0,0,0,0,21,72
545,419,721,126,26,0
549,220,310,328,21,22
437,35,42,402,21,48
84,20,120,64,21,20
230,24,52,206,27,45
302,170,438,132,24,9
710,566,774,144,28,0
819,668,808,151,26,0
27,2,15,25,22,37
639,501,750,138,27,0
0,0,0,0,21,6
404,181,347,223,24,16
776,629,798,148,28,0
519,157,214,362,26,26
540,147,183,393,27,32
14,3,23,14,22,74
498,149,211,350,26,26
46,9,49,38,26,39
0,0,0,0,25,64
174,92,391,82,17,5
0,0,0,0,24,45
610,496,787,114,24,1
440,106,150,334,27,35
0,0,0,0,22,0
0,0,0,0,24,22
579,455,750,124,23,0
449,210,338,239,27,22
816,671,830,143,22,0
0,0,0,0,21,71
0,0,0,0,16,0
640,439,621,200,24,9
4,1,2,4,20,39
0,0,0,0,21,71
481,95,121,386,27,38
275,192,576,84,28,7
0,0,0,0,16,1
0,0,0,0,20,49
56,16,94,40,22,12
116,52,274,63,24,4
0,0,0,0,22,0
0,0,0,0,15,1
542,148,176,394,27,35
0,0,0,0,19,0
369,267,623,102,29,4
446,331,679,115,18,2
0,0,0,0,18,36
112,28,136,85,27,24
58,26,150,32,21,5
437,44,56,392,21,45
703,583,820,120,27,0
719,575,778,145,28,0
354,252,605,103,29,4
754,557,708,196,21,6
0,0,0,0,18,0
109,30,146,79,18,20
542,424,743,118,23,0
0,0,0,0,23,45
326,235,616,92,27,8
0,0,0,0,27,10
397,22,27,374,21,52
0,0,0,0,24,46
0,0,0,0,22,23
557,430,725,128,26,0
0,0,0,0,16,1
397,210,412,186,24,12
7,2,14,5,25,0
0,0,0,0,21,43
0,0,0,0,25,83
503,150,208,354,27,29
117,3,7,114,23,66
0,0,0,0,25,53
787,554,661,232,22,8
22,10,59,12,15,0
0,0,0,0,19,0
193,28,74,165,24,40
0,0,0,0,23,36
811,675,836,136,23,0
318,229,613,89,29,8
798,645,798,153,27,30
438,325,673,114,25,0
793,652,813,141,31,0
0,0,0,0,24,46
551,368,597,183,26,6
824,673,814,150,30,0
21,4,23,16,26,18
96,4,14,92,28,60
0,0,0,0,25,78
0,0,0,0,17,0
6,0,3,6,26,37
266,14,22,253,28,57
0,0,0,0,19,0
67,18,96,49,20,20
